zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Rohini,2025-10-02,56.5,241.5,15.2,2.3,0.45,38.84
Rohini,2025-10-03,42.9,105.0,11.1,2.4,0.53,52.21
Rohini,2025-10-04,80.8,162.1,11.8,4.0,0.38,59.34
Rohini,2025-10-05,74.6,194.3,16.0,3.4,0.65,74.03
Rohini,2025-10-06,29.1,74.0,10.7,2.5,0.27,29.4
Rohini,2025-10-07,24.5,53.0,20.0,2.9,0.38,57.38
Rohini,2025-10-08,34.7,73.9,10.9,2.3,0.34,59.7
Rohini,2025-10-09,41.0,111.2,9.3,3.8,0.29,78.4
Rohini,2025-10-10,70.1,235.5,15.0,3.3,0.8,121.35
Rohini,2025-10-11,80.1,221.6,15.4,2.9,0.7,122.76
Rohini,2025-10-12,70.1,176.8,9.9,5.3,0.46,135.15
Rohini,2025-10-13,85.5,218.4,15.4,4.3,0.56,131.15
Rohini,2025-10-14,92.2,233.0,17.5,4.0,0.62,126.45
Rohini,2025-10-15,113.9,290.8,23.1,3.1,1.0,172.69
Rohini,2025-10-16,129.5,315.6,21.1,3.4,0.82,159.73
Rohini,2025-10-17,126.2,283.0,20.2,7.1,0.72,150.9
Rohini,2025-10-18,153.0,279.5,15.6,5.5,0.68,104.28
Rohini,2025-10-19,158.1,327.9,18.2,5.2,0.95,108.86
Rohini,2025-10-20,262.1,411.3,21.5,15.3,0.98,124.19
Rohini,2025-10-21,274.5,409.9,20.8,19.5,0.85,77.73
Rohini,2025-10-22,225.0,336.8,16.3,5.8,0.72,72.78
Rohini,2025-10-23,157.7,287.0,16.3,5.1,1.0,93.21
Rohini,2025-10-24,141.2,293.6,20.4,3.1,1.15,124.76
Rohini,2025-10-25,186.1,395.8,26.2,3.5,1.51,134.82
Rohini,2025-10-26,215.3,392.5,30.9,2.8,2.2,126.04
Rohini,2025-10-27,188.4,359.7,23.7,3.5,1.52,97.8
Rohini,2025-10-28,150.8,282.4,23.6,3.7,0.64,104.2
Rohini,2025-10-29,189.5,329.2,21.8,3.7,0.94,138.39
Rohini,2025-10-30,255.0,416.8,33.4,3.1,1.32,54.8
Rohini,2025-10-31,106.4,226.9,18.5,2.6,1.2,104.59
Rohini,2025-11-01,254.6,412.5,24.5,2.5,0.85,86.59
Rohini,2025-11-02,232.2,366.0,19.2,4.2,0.6,114.76
Rohini,2025-11-03,228.2,426.7,25.6,5.6,1.65,130.69
Rohini,2025-11-04,148.6,369.8,31.6,2.0,2.62,108.9
Rohini,2025-11-05,110.9,207.3,16.5,2.8,0.72,121.19
Rohini,2025-11-06,242.6,345.5,14.7,6.0,0.68,140.73
Rohini,2025-11-07,260.7,403.3,19.6,6.2,0.71,150.14
Rohini,2025-11-08,328.3,503.1,25.3,6.2,1.11,149.14
Rohini,2025-11-09,284.0,422.2,22.4,7.2,0.71,161.68
Rohini,2025-11-10,329.7,503.8,28.1,5.4,1.2,157.16
Rohini,2025-11-11,379.1,547.2,29.9,4.2,1.1,168.0
Rohini,2025-11-12,423.0,600.0,42.3,9.0,2.81,162.99
Rohini,2025-11-13,350.8,559.6,63.1,11.4,2.08,141.2
Rohini,2025-11-14,276.1,458.8,57.0,8.9,1.98,144.89
Rohini,2025-11-15,294.0,467.4,51.4,10.4,1.84,156.79
Rohini,2025-11-16,297.5,442.4,44.1,9.6,2.05,160.21
Rohini,2025-11-17,260.0,446.2,50.0,8.9,3.95,146.94
Rohini,2025-11-18,294.1,499.1,59.7,5.9,5.12,144.94
Rohini,2025-11-19,363.5,573.1,73.2,7.5,4.95,128.72
Rohini,2025-11-20,308.6,523.2,61.4,3.1,6.02,155.8
Rohini,2025-11-21,292.8,488.0,66.8,3.1,7.47,126.81
Rohini,2025-11-22,321.2,546.6,66.8,8.2,4.92,239.82
Rohini,2025-11-23,417.3,613.5,52.7,19.1,4.7,127.52
Rohini,2025-11-24,287.8,502.2,53.7,14.3,4.11,141.43
Rohini,2025-11-25,255.3,448.8,60.2,11.8,3.63,133.77
Rohini,2025-11-26,271.0,437.0,66.0,9.1,3.0,5.7
Rohini,2025-12-01,205.2,383.0,63.6,16.8,3.35,135.17
Rohini,2025-12-02,297.9,504.5,74.8,15.9,3.47,122.88
Rohini,2025-12-03,185.6,332.9,51.3,12.1,2.44,86.76
Rohini,2025-12-04,206.0,340.6,51.9,18.2,2.6,107.34
Rohini,2025-12-05,233.0,379.8,52.1,12.7,2.28,109.25
Rohini,2025-12-06,198.2,305.4,45.2,17.7,1.18,114.77
Rohini,2025-12-07,187.5,296.5,39.4,20.3,1.16,126.54
Rohini,2025-12-08,166.3,282.7,45.3,17.8,1.22,111.19
Rohini,2025-12-09,159.8,277.6,47.0,18.1,1.43,109.14
Rohini,2025-12-10,154.8,270.8,43.9,19.1,1.76,98.38
Rohini,2025-12-11,235.5,409.2,49.4,8.1,3.47,96.2
Rohini,2025-12-12,318.8,521.9,58.9,7.2,5.18,100.35
Rohini,2025-12-13,508.0,732.3,77.7,6.7,6.15,84.03
Rohini,2025-12-14,572.0,754.8,67.3,10.9,6.7,57.65
Rohini,2025-12-15,507.8,487.6,53.4,8.5,4.43,79.48
Rohini,2025-12-16,215.3,320.0,43.9,15.3,1.58,105.46
Rohini,2025-12-17,226.0,346.3,41.4,14.3,2.59,95.17
Rohini,2025-12-18,286.2,400.6,38.0,10.7,2.41,47.25
Rohini,2025-12-19,235.0,329.5,37.0,9.4,3.75,52.16
Rohini,2025-12-20,409.9,534.9,53.8,6.2,6.85,16.3
Rohini,2025-12-21,267.5,412.4,47.1,9.9,2.2,42.85
Rohini,2025-12-22,295.1,470.2,44.8,11.6,2.29,78.31
Rohini,2025-12-23,240.7,329.5,37.4,12.8,2.08,70.26
Rohini,2025-12-24,129.2,206.5,30.0,12.5,1.68,82.6
Rohini,2025-12-25,169.8,295.5,39.7,12.9,2.88,96.86
Rohini,2025-12-26,312.7,480.3,42.6,11.0,4.45,89.89
Rohini,2025-12-27,293.6,424.5,40.4,11.6,2.73,92.34
Rohini,2025-12-28,352.1,475.3,40.8,10.2,3.97,78.84
Rohini,2025-12-29,355.3,493.3,43.3,9.2,3.27,58.31
Rohini,2025-12-30,292.3,395.6,42.0,10.7,2.48,58.69
Rohini,2025-12-31,301.8,407.5,41.2,9.0,2.55,16.13
Rohini,2026-01-01,241.6,340.7,31.9,10.7,1.66,
Rohini,2026-01-02,104.6,144.3,17.4,8.3,1.04,21.63
Rohini,2026-01-03,178.6,253.7,30.3,6.6,1.04,45.09
Rohini,2026-01-04,182.0,248.5,25.8,6.5,0.99,51.71
Rohini,2026-01-05,137.5,204.6,21.6,5.1,1.11,68.45
Rohini,2026-01-06,172.2,248.6,25.3,4.6,0.92,27.1
Rohini,2026-01-07,172.3,262.2,27.1,4.7,1.19,5.06
Rohini,2026-01-08,154.3,241.6,28.0,4.6,1.41,57.02
Rohini,2026-01-09,206.6,302.8,34.8,5.4,1.3,72.41
Rohini,2026-01-10,188.2,281.1,32.4,4.8,1.25,58.0
Rohini,2026-01-11,145.0,203.1,27.1,6.8,0.9,67.7
Rohini,2026-01-12,209.1,326.2,38.5,9.4,2.64,80.85
Rohini,2026-01-13,292.4,425.2,42.3,7.6,3.17,88.54
Rohini,2026-01-14,271.5,351.5,36.1,9.6,1.65,78.45
Rohini,2026-01-15,215.6,293.4,38.2,6.8,1.61,72.81
Rohini,2026-01-16,245.9,344.7,40.4,7.4,3.34,77.81
Rohini,2026-01-17,402.1,584.8,61.4,7.6,4.24,106.29
Rohini,2026-01-18,497.4,593.0,73.4,8.8,5.9,81.67
Rohini,2026-01-19,410.0,557.3,53.9,10.1,4.85,105.8
Rohini,2026-01-20,265.0,422.0,42.4,7.9,2.58,100.51
Rohini,2026-01-21,201.8,346.0,33.8,6.3,2.42,86.33
Rohini,2026-01-22,218.4,382.5,52.7,7.7,2.38,135.62
Rohini,2026-01-23,146.0,225.2,31.9,7.7,1.21,84.05
Rohini,2026-01-24,77.1,197.8,20.5,7.9,0.92,61.63
Rohini,2026-01-25,93.5,189.4,23.5,11.0,1.2,89.99
Rohini,2026-01-26,164.7,298.5,41.5,10.6,2.14,143.81
Rohini,2026-01-27,232.2,335.9,53.0,7.6,2.48,38.69
Rohini,2026-01-28,156.1,222.0,35.9,8.1,1.06,41.41
Rohini,2026-01-29,121.8,192.7,30.2,7.2,1.8,61.76
Rohini,2026-01-30,142.2,207.0,34.9,7.8,1.13,92.73
Rohini,2026-01-31,229.2,367.2,58.1,8.4,1.12,67.28
Rohini,2026-02-01,129.1,236.6,40.0,9.2,2.05,72.08
Rohini,2026-02-02,125.7,200.3,32.6,5.1,1.36,32.83
Rohini,2026-02-03,163.6,253.9,35.2,9.1,2.0,85.55
Rohini,2026-02-04,200.6,317.1,38.0,9.7,3.17,103.43
Rohini,2026-02-05,137.0,210.5,36.9,13.9,1.05,125.3
Rohini,2026-02-06,106.1,178.4,32.8,24.8,0.84,150.91
Rohini,2026-02-07,119.2,194.7,33.5,15.6,0.9,73.97
Rohini,2026-02-08,97.9,192.1,34.9,14.0,1.64,136.34
Rohini,2026-02-09,178.3,348.5,47.2,12.5,3.18,166.15
Rohini,2026-02-10,186.1,409.5,55.1,11.0,2.17,158.3
Rohini,2026-02-11,174.0,328.2,42.7,12.2,2.63,124.08
Rohini,2026-02-12,86.1,182.7,32.0,11.6,1.2,100.41
Rohini,2026-02-13,119.8,259.2,40.2,15.2,1.5,117.36
Rohini,2026-02-14,137.0,350.5,38.4,9.2,1.95,126.2
Rohini,2026-02-15,145.8,266.1,45.5,10.8,0.83,22.64
Rohini,2026-02-16,135.1,360.2,53.1,13.7,2.33,191.03
Rohini,2026-02-17,169.5,391.0,59.7,9.7,2.22,77.89
Rohini,2026-02-18,116.0,269.3,43.1,9.2,3.17,17.86
Rohini,2026-02-19,126.7,227.7,41.3,10.8,1.49,46.04
Rohini,2026-02-20,88.9,179.1,30.8,16.6,0.51,63.11
Rohini,2026-02-21,127.7,250.7,37.2,14.9,0.77,79.26
Rohini,2026-02-22,124.4,271.8,39.6,11.4,1.39,95.83
Rohini,2026-02-23,128.2,311.0,42.7,11.0,2.27,129.12
Rohini,2026-02-24,137.3,320.8,40.9,9.5,2.17,111.5
Rohini,2026-02-25,135.9,306.5,40.2,11.4,1.88,121.82
Rohini,2026-02-26,99.1,297.5,41.7,11.5,1.48,111.39
Rohini,2026-02-27,90.4,356.7,39.5,11.4,2.07,136.94
Rohini,2026-02-28,123.7,449.9,48.6,11.2,2.12,134.44
Rohini,2026-03-01,81.0,259.3,30.9,12.4,0.97,57.52
Rohini,2026-03-02,103.0,271.8,28.8,17.6,0.98,115.8
Rohini,2026-03-03,97.2,232.0,18.0,15.7,0.71,104.0
Rohini,2026-03-05,65.8,172.2,12.9,16.4,0.34,56.95
Rohini,2026-03-06,98.9,249.9,26.5,16.6,1.94,63.43
Rohini,2026-03-07,131.8,293.5,37.4,11.1,2.18,44.05
Rohini,2026-03-08,132.4,300.0,34.5,14.9,2.72,79.65
Rohini,2026-03-09,119.4,262.7,23.8,15.1,1.05,43.88
Rohini,2026-03-10,179.3,382.4,40.8,17.3,2.27,17.92
Rohini,2026-03-11,125.2,424.0,35.3,13.5,2.65,32.62
Rohini,2026-03-12,92.4,274.4,31.2,16.4,0.82,61.5
Rohini,2026-03-13,38.8,132.1,16.3,10.2,0.42,18.73
Rohini,2026-03-14,90.2,194.1,22.9,10.7,1.05,44.59
Rohini,2026-03-15,60.5,186.8,26.8,7.2,1.37,30.93
Rohini,2026-03-16,45.8,154.9,25.6,9.2,0.72,59.41
Rohini,2026-03-17,94.4,205.8,24.8,10.3,0.89,46.15
Rohini,2026-03-18,104.9,223.8,28.3,11.4,0.97,64.26
Rohini,2026-03-19,65.7,116.7,22.8,7.8,0.79,19.31
Rohini,2026-03-20,51.4,76.5,14.5,7.7,0.59,61.92
Rohini,2026-03-21,69.7,121.8,25.0,10.3,0.89,110.86
Rohini,2026-03-22,83.0,142.7,21.4,15.5,0.61,115.8
Rohini,2026-03-23,54.3,104.6,27.6,9.7,0.75,113.12
Rohini,2026-03-24,66.0,141.8,24.3,15.9,0.56,117.74
Rohini,2026-03-25,118.5,215.0,32.1,20.9,0.96,138.25
Rohini,2026-03-26,87.3,200.2,34.7,17.6,1.06,157.39
Rohini,2026-03-27,60.4,129.1,19.5,23.4,0.59,109.14
Rohini,2026-03-28,99.8,207.2,36.3,27.6,1.07,25.08
Rohini,2026-03-29,87.7,238.4,35.8,20.3,1.72,122.46
Rohini,2026-03-30,50.1,257.6,39.1,16.2,1.2,66.95
Rohini,2026-03-31,84.2,174.9,34.0,26.4,0.96,58.51
Rohini,2026-04-01,50.8,143.4,32.8,13.8,0.79,83.1
Rohini,2026-04-02,87.8,235.2,42.3,20.4,0.99,123.36
Rohini,2026-04-03,89.7,282.9,31.9,13.4,1.88,62.99
Rohini,2026-04-04,59.0,147.8,26.3,11.6,1.16,73.3
Rohini,2026-04-05,49.9,125.9,18.1,15.9,0.48,99.61
Rohini,2026-04-06,66.3,157.5,25.4,14.7,0.81,95.07
Rohini,2026-04-07,49.1,121.2,21.4,11.7,0.64,53.88
Rohini,2026-04-08,57.6,125.7,18.1,8.9,1.39,93.18
Rohini,2026-04-09,68.3,154.8,28.0,11.4,1.19,96.97
Rohini,2026-04-10,70.6,177.7,20.8,19.6,0.69,58.65
Rohini,2026-04-11,54.3,155.2,21.4,15.0,0.94,58.51
Rohini,2026-04-12,73.5,175.1,22.5,15.2,0.75,58.98
Rohini,2026-04-13,64.3,183.6,26.0,19.4,0.75,62.93
Rohini,2026-04-14,105.3,262.7,38.8,23.8,1.06,77.76
Rohini,2026-04-15,132.3,302.5,47.7,35.6,1.9,52.15
Rohini,2026-04-16,154.2,383.5,51.9,24.5,2.17,48.23
Rohini,2026-04-17,166.3,445.2,58.7,17.4,3.42,51.45
Rohini,2026-04-18,170.0,640.5,92.0,16.6,7.5,3.0
Rohini,2026-04-19,176.1,384.9,41.6,19.2,2.88,46.54
Rohini,2026-04-20,81.2,271.6,30.3,21.5,0.74,37.61
Rohini,2026-04-21,74.0,272.2,30.4,24.3,0.9,45.9
Rohini,2026-04-22,138.9,352.6,37.9,30.8,1.05,47.73
Rohini,2026-04-23,101.5,292.7,40.7,24.9,1.25,42.64
Rohini,2026-04-24,126.1,396.2,43.0,19.7,1.39,57.19
Rohini,2026-04-25,106.3,332.3,33.1,19.3,1.32,46.5
Rohini,2026-04-26,105.4,289.9,27.9,19.9,0.88,48.74
Rohini,2026-04-27,150.0,287.9,29.6,20.2,1.01,59.73
Rohini,2026-04-28,95.5,343.5,22.2,14.9,0.76,51.29
Rohini,2026-04-29,55.7,193.0,26.8,12.8,0.89,56.48
Rohini,2026-04-30,71.0,206.8,46.7,12.8,1.2,8.97
Rohini,2026-05-01,64.5,193.8,27.4,14.4,1.04,58.05
Rohini,2026-05-02,66.6,208.6,34.9,11.7,0.85,25.9
Rohini,2026-05-03,42.6,213.2,19.1,8.2,0.68,52.12
Rohini,2026-05-04,21.7,104.0,13.0,6.0,0.49,44.75
Rohini,2026-05-05,41.2,100.1,20.7,7.0,0.61,41.7
Rohini,2026-05-06,68.5,159.1,27.6,8.9,1.09,53.3
Rohini,2026-05-07,43.6,145.1,23.6,8.7,0.57,47.1
Rohini,2026-05-08,44.9,133.4,25.2,7.9,0.67,46.11
Rohini,2026-05-09,63.4,163.4,26.8,10.7,0.86,54.63
Rohini,2026-05-10,54.6,152.8,18.5,10.0,0.84,49.76
Rohini,2026-05-11,69.6,201.9,27.3,9.0,1.1,34.42
Rohini,2026-05-12,73.7,233.8,31.6,9.3,0.82,23.47
Rohini,2026-05-13,71.5,203.8,26.3,11.5,0.84,35.76
Rohini,2026-05-14,52.0,201.0,25.6,12.3,0.72,53.7
Rohini,2026-05-15,53.3,180.2,25.9,10.7,0.97,41.66
Rohini,2026-05-16,94.6,221.0,23.9,18.9,0.83,29.41
Rohini,2026-05-17,76.2,252.6,17.0,16.2,0.68,29.55
Rohini,2026-05-18,46.4,237.2,17.0,14.6,0.57,31.69
Rohini,2026-05-19,71.9,297.8,31.3,17.8,1.11,28.27
Rohini,2026-05-20,91.1,239.3,30.7,17.9,0.71,25.14
Rohini,2026-05-21,54.5,334.5,22.4,13.1,0.7,22.79
Rohini,2026-05-22,73.0,264.7,22.7,17.6,0.84,36.26
Rohini,2026-05-23,90.4,291.8,29.2,21.4,0.99,28.06
Rohini,2026-05-24,92.4,293.8,35.1,17.4,1.96,29.99
Rohini,2026-05-25,76.0,402.2,22.6,11.7,0.79,20.27
Rohini,2026-05-26,98.4,284.1,28.6,20.5,1.11,40.8
Rohini,2026-05-27,98.4,278.8,37.3,25.5,1.33,44.65
Rohini,2026-05-28,82.8,309.8,28.8,10.3,2.22,27.0
Rohini,2026-05-29,30.5,150.8,20.3,6.6,0.95,29.94
Rohini,2026-05-30,25.7,123.9,21.0,5.2,1.09,34.42
Rohini,2026-05-31,28.9,90.1,16.8,5.7,0.93,33.49
Rohini,2026-06-01,55.5,146.0,24.6,8.4,1.28,153.82
Rohini,2026-06-02,59.9,141.9,23.3,8.6,1.06,41.51
Rohini,2026-06-03,65.3,184.2,28.1,8.3,1.37,49.95
Rohini,2026-06-04,56.5,238.0,30.4,8.3,1.35,35.81
Rohini,2026-06-05,38.0,346.0,8.2,4.8,0.9,26.7
Rohini,2026-06-06,99.8,258.7,29.8,8.4,1.7,35.59
Rohini,2026-06-07,32.5,223.0,18.3,8.2,0.9,28.55
Rohini,2026-06-08,36.3,173.2,14.4,11.7,0.93,17.02
Rohini,2026-06-09,39.7,256.6,13.2,7.4,0.87,49.21
Rohini,2026-06-10,37.6,245.8,23.9,6.6,1.62,26.7
Rohini,2026-06-11,36.4,178.4,20.6,7.3,1.02,30.62
Rohini,2026-06-12,24.2,83.2,14.3,7.7,1.02,29.6
Rohini,2026-06-13,38.8,139.0,24.3,7.2,1.17,47.49
Rohini,2026-06-14,75.0,210.4,22.9,12.3,1.16,30.34
Rohini,2026-06-15,30.5,159.3,18.2,7.0,1.06,23.96
Rohini,2026-06-16,39.6,119.8,25.7,7.8,1.12,22.71
Rohini,2026-06-17,37.3,106.3,17.8,10.9,0.8,36.5
Rohini,2026-06-18,76.0,206.3,18.1,16.0,0.97,21.84
Rohini,2026-06-19,38.9,181.9,12.2,12.6,0.78,27.9
Rohini,2026-06-20,58.2,184.5,18.7,16.9,1.09,24.59
Rohini,2026-06-21,47.6,154.8,15.7,12.0,0.75,21.19
Rohini,2026-06-22,30.9,309.4,18.0,9.2,0.65,27.41
Rohini,2026-06-23,70.8,201.2,28.6,21.5,1.04,21.68
Rohini,2026-06-24,33.0,133.0,27.3,9.0,1.11,26.4
Rohini,2026-06-25,39.0,167.8,34.0,9.8,1.36,26.67
Rohini,2026-06-26,28.8,122.6,24.8,7.8,1.0,16.16
Rohini,2026-06-27,63.2,181.2,21.2,9.8,1.01,19.35
Rohini,2026-06-28,48.9,167.9,25.9,6.4,0.98,22.05
Rohini,2026-06-29,49.6,192.9,23.7,10.0,0.98,13.66
Rohini,2026-06-30,34.5,244.8,22.7,8.7,1.0,8.12
Rohini,2026-07-01,47.4,133.4,27.5,7.8,1.07,7.08
Rohini,2026-07-02,45.8,106.4,21.4,8.3,1.14,15.67
Rohini,2026-07-03,48.0,121.8,27.2,7.1,1.32,23.71
Rohini,2026-07-04,77.9,154.3,35.1,6.8,1.58,2.95
Rohini,2026-07-05,82.2,138.2,30.7,5.8,1.57,2.96
Rohini,2026-07-06,52.9,123.9,28.9,7.3,1.56,7.42
Rohini,2026-07-07,58.4,135.2,27.5,5.1,1.38,3.46
Rohini,2026-07-08,31.4,49.2,17.8,6.5,1.3,2.79
Rohini,2026-07-09,13.0,30.4,8.7,4.6,1.16,4.33
Rohini,2026-07-10,23.5,73.4,12.1,5.4,1.01,7.51
Rohini,2026-07-11,42.8,271.6,18.2,5.2,1.31,6.02
Rohini,2026-07-12,57.3,451.0,21.4,4.6,1.09,6.0
Rohini,2026-07-13,35.4,206.8,17.3,4.6,1.04,9.54
Rohini,2026-07-14,34.5,211.5,21.1,7.1,1.01,8.38
Rohini,2026-07-15,35.6,201.2,21.6,6.4,0.9,9.33
Rohini,2026-07-16,40.1,243.1,17.7,6.9,2.81,11.43
Rohini,2026-07-17,42.7,233.1,28.5,6.4,0.88,6.65
Rohini,2026-07-18,43.1,233.3,31.6,5.3,1.06,7.75
Rohini,2026-07-19,44.6,205.4,25.5,6.5,0.9,8.3
Rohini,2026-07-20,41.9,152.9,27.7,5.8,0.94,3.75
Rohini,2026-07-21,40.0,81.0,22.4,5.5,0.8,3.6
Vivek Vihar,2025-10-01,45.7,90.1,21.4,12.3,1.01,18.11
Vivek Vihar,2025-10-02,52.1,101.6,24.3,13.9,1.39,17.05
Vivek Vihar,2025-10-03,49.6,102.0,25.1,19.2,1.61,12.22
Vivek Vihar,2025-10-04,68.9,145.7,23.2,16.9,1.25,10.97
Vivek Vihar,2025-10-05,69.5,156.1,29.6,15.5,1.61,9.41
Vivek Vihar,2025-10-06,45.5,80.8,24.8,15.8,1.14,4.99
Vivek Vihar,2025-10-07,28.1,50.5,23.6,16.7,1.07,8.14
Vivek Vihar,2025-10-08,50.5,93.3,20.0,9.5,1.11,15.32
Vivek Vihar,2025-10-09,48.0,123.5,13.3,5.7,1.0,7.24
Vivek Vihar,2025-10-10,63.1,193.1,23.2,11.2,1.0,17.41
Vivek Vihar,2025-10-11,79.7,202.1,33.1,10.7,1.78,8.61
Vivek Vihar,2025-10-12,78.5,189.0,31.5,11.4,1.28,6.05
Vivek Vihar,2025-10-13,83.4,207.0,31.9,12.0,1.62,23.81
Vivek Vihar,2025-10-14,92.1,217.7,33.3,12.7,1.42,12.02
Vivek Vihar,2025-10-15,142.5,281.6,41.3,12.9,1.88,14.94
Vivek Vihar,2025-10-16,174.1,318.2,42.1,13.9,2.85,35.64
Vivek Vihar,2025-10-17,134.2,271.7,39.8,14.1,2.15,25.54
Vivek Vihar,2025-10-18,153.2,267.5,40.1,15.1,1.75,26.54
Vivek Vihar,2025-10-19,169.7,313.7,38.4,18.3,1.66,25.81
Vivek Vihar,2025-10-20,235.7,355.1,44.1,39.3,1.6,20.24
Vivek Vihar,2025-10-21,,324.0,31.4,39.4,1.37,11.59
Vivek Vihar,2025-10-22,,333.1,34.1,18.8,1.32,15.64
Vivek Vihar,2025-10-23,,272.0,33.6,18.7,1.94,22.29
Vivek Vihar,2025-10-24,122.7,311.9,39.9,13.4,1.08,18.47
Vivek Vihar,2025-10-25,220.2,365.6,43.1,14.2,2.2,28.92
Vivek Vihar,2025-10-26,202.4,339.2,47.9,19.4,1.18,19.76
Vivek Vihar,2025-10-27,181.4,300.2,36.7,15.4,1.65,12.84
Vivek Vihar,2025-10-28,146.2,217.8,30.7,13.5,1.93,15.5
Vivek Vihar,2025-10-29,212.7,308.0,38.1,12.3,3.24,18.76
Vivek Vihar,2025-10-30,251.0,366.7,49.2,11.6,2.3,8.65
Vivek Vihar,2025-10-31,107.5,157.2,32.4,9.4,3.01,19.54
Vivek Vihar,2025-11-01,215.2,320.5,46.5,11.1,2.85,16.96
Vivek Vihar,2025-11-02,247.0,352.8,42.1,11.5,1.7,19.76
Vivek Vihar,2025-11-03,263.3,386.2,44.8,13.3,3.8,19.44
Vivek Vihar,2025-11-04,153.0,271.1,37.6,11.8,3.9,11.78
Vivek Vihar,2025-11-05,118.1,184.2,30.1,12.1,1.23,33.87
Vivek Vihar,2025-11-06,173.9,270.6,29.5,12.9,1.8,28.86
Vivek Vihar,2025-11-07,270.8,393.7,42.6,15.9,2.13,24.41
Vivek Vihar,2025-11-08,323.6,462.5,47.6,18.6,2.45,31.05
Vivek Vihar,2025-11-09,264.1,384.0,52.0,19.1,3.0,21.99
Vivek Vihar,2025-11-10,272.4,421.8,64.7,17.5,3.12,42.4
Vivek Vihar,2025-11-11,314.8,460.4,61.6,16.7,1.53,29.14
Vivek Vihar,2025-11-12,335.2,483.6,45.3,19.7,1.97,34.56
Vivek Vihar,2025-11-13,328.6,468.2,56.0,16.4,1.73,20.97
Vivek Vihar,2025-11-14,270.9,421.2,60.9,15.3,2.55,28.12
Vivek Vihar,2025-11-15,251.3,413.7,59.8,15.2,2.54,22.63
Vivek Vihar,2025-11-16,269.5,404.6,53.8,16.1,1.85,29.5
Vivek Vihar,2025-11-17,259.0,400.8,56.4,16.4,3.84,24.95
Vivek Vihar,2025-11-18,325.1,497.4,60.3,13.3,5.72,33.7
Vivek Vihar,2025-11-19,341.9,524.4,65.8,16.3,3.81,16.99
Vivek Vihar,2025-11-20,275.0,414.4,72.0,9.7,3.72,21.7
Vivek Vihar,2025-11-21,289.6,435.8,64.3,10.7,4.16,13.05
Vivek Vihar,2025-11-22,347.3,511.7,61.1,11.6,6.3,16.84
Vivek Vihar,2025-11-23,482.4,695.5,82.1,12.5,4.2,22.25
Vivek Vihar,2025-11-24,264.0,417.5,63.7,10.8,2.37,17.29
Vivek Vihar,2025-11-25,222.1,361.4,65.5,11.2,2.9,23.33
Vivek Vihar,2025-11-26,263.0,398.0,86.8,6.8,2.7,5.5
Vivek Vihar,2025-12-01,207.3,341.5,86.4,15.2,2.24,118.38
Vivek Vihar,2025-12-02,284.4,499.8,104.9,42.5,1.39,106.74
Vivek Vihar,2025-12-03,267.0,398.5,83.6,6.7,1.8,4.1
Vivek Vihar,2025-12-04,152.8,263.2,66.0,17.2,1.4,100.46
Vivek Vihar,2025-12-05,175.6,330.7,79.1,12.7,2.48,97.91
Vivek Vihar,2025-12-06,124.9,295.6,73.4,12.2,1.38,96.17
Vivek Vihar,2025-12-07,186.3,311.6,80.0,14.5,2.23,98.34
Vivek Vihar,2025-12-08,169.9,297.6,83.7,11.9,2.01,92.38
Vivek Vihar,2025-12-09,149.6,279.0,87.2,15.3,1.95,90.79
Vivek Vihar,2025-12-10,141.4,262.9,81.2,12.7,2.81,51.43
Vivek Vihar,2025-12-11,206.2,372.6,83.1,11.5,3.16,68.41
Vivek Vihar,2025-12-12,323.4,494.6,88.3,13.5,2.92,68.0
Vivek Vihar,2025-12-13,444.1,663.8,88.0,12.2,3.24,35.64
Vivek Vihar,2025-12-14,456.8,669.1,91.3,10.9,3.3,33.34
Vivek Vihar,2025-12-15,336.1,484.5,78.5,9.6,3.07,64.61
Vivek Vihar,2025-12-16,197.7,299.0,74.3,10.6,1.48,67.01
Vivek Vihar,2025-12-17,254.2,370.8,74.6,11.4,2.39,61.6
Vivek Vihar,2025-12-18,349.7,477.2,66.9,10.6,3.06,7.46
Vivek Vihar,2025-12-19,261.0,387.6,72.1,9.8,3.1,36.3
Vivek Vihar,2025-12-20,372.2,539.5,63.5,12.1,2.51,7.25
Vivek Vihar,2025-12-21,244.4,357.1,67.4,9.7,1.9,9.02
Vivek Vihar,2025-12-22,301.8,484.6,72.5,11.4,3.82,24.3
Vivek Vihar,2025-12-23,271.1,385.6,67.3,10.5,1.57,34.96
Vivek Vihar,2025-12-24,132.0,208.3,65.8,8.7,1.7,69.75
Vivek Vihar,2025-12-25,180.0,294.1,78.5,11.1,,93.98
Vivek Vihar,2025-12-26,318.9,456.0,82.4,10.3,3.53,85.21
Vivek Vihar,2025-12-27,328.0,453.5,84.4,10.6,3.83,77.29
Vivek Vihar,2025-12-28,339.6,444.9,83.6,8.9,13.65,75.1
Vivek Vihar,2025-12-29,313.8,447.1,83.5,7.3,7.98,45.05
Vivek Vihar,2025-12-30,346.8,469.4,86.6,9.0,3.19,55.37
Vivek Vihar,2025-12-31,281.9,386.7,68.4,5.9,2.01,6.51
Vivek Vihar,2026-01-01,249.5,335.8,62.3,6.0,1.9,27.55
Vivek Vihar,2026-01-02,103.5,148.1,54.8,6.2,1.36,33.4
